"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"692","Campylobacter","IBS","5-64","Deaths",25086.885194146,208.758640155755,260839.129549398
"693","Campylobacter","IBS","5-64","WTP",8239567.07682126,4571047.0265506,14633144.0504696
"694","Campylobacter","IBS","5-64","WTPOngoing",10828968.7824815,3891696.43672125,24852670.8791793
"695","Campylobacter","IBS","5-64","HumanCapital",19577421.1598083,11624809.2483059,32891120.8317483
"696","Campylobacter","IBS","5-64","FrictionHigh",15661936.9278466,9299847.39864469,26312896.6653986
"697","Campylobacter","IBS","5-64","FrictionLow",5873226.34794248,3487442.77449176,9867336.24952448
"698","Campylobacter","IBS","5-64","TotalHumanCapital",51103529.2789824,30289112.741364,86692894.1355347
"699","Campylobacter","IBS","5-64","TotalFrictionHigh",47171966.4954361,27836687.4314287,80374751.4472854
"700","Campylobacter","IBS","5-64","TotalFrictionLow",37275220.7178424,21594691.4918011,64607156.9971262
"701","Campylobacter","IBS","65+","GPSpecialist",1068327.62414767,633481.935473872,1800331.93095732
"702","Campylobacter","IBS","65+","ED",0,0,0
"703","Campylobacter","IBS","65+","Medications",133598.933501728,79225.1963836909,224868.195922375
"704","Campylobacter","IBS","65+","Tests",1160900.3732838,686199.926917565,1962705.01189078
"705","Campylobacter","IBS","65+","Hospitalisation",846028.553730959,407669.720319512,2015614.89987609
"706","Campylobacter","IBS","65+","Deaths",1489346.50637832,587488.496819163,4067562.47383898
"707","Campylobacter","IBS","65+","WTP",2328270.22306117,1291649.49819619,4134915.49311071
"708","Campylobacter","IBS","65+","WTPOngoing",3061659.98209863,1095110.74008242,7038080.4303043
"709","Campylobacter","IBS","65+","HumanCapital",2259049.86325238,1341393.41072323,3795325.30922505
"710","Campylobacter","IBS","65+","FrictionHigh",1807239.8906019,1073114.72857858,3036260.24738004
"711","Campylobacter","IBS","65+","FrictionLow",677714.958975713,402418.023216969,1138597.59276752
"712","Campylobacter","IBS","65+","TotalHumanCapital",12927915.809058,7848614.65968796,21355120.3862624
"713","Campylobacter","IBS","65+","TotalFrictionHigh",12471466.459486,7550776.50585889,20637841.7944426
"714","Campylobacter","IBS","65+","TotalFrictionLow",11321282.6133979,6805520.37257434,18856346.5741496
"715","Campylobacter","IBS","All Ages","GPSpecialist",5376154.06051126,3187572.85907913,9051891.9907386
"716","Campylobacter","IBS","All Ages","ED",0,0,0
"717","Campylobacter","IBS","All Ages","Medications",672268.395341172,399320.368713339,1131284.32304429
"718","Campylobacter","IBS","All Ages","Tests",5185467.30069332,3069273.63341692,8744635.75922295
"719","Campylobacter","IBS","All Ages","Hospitalisation",4500677.87362712,2427738.37370621,9403498.87132603
"720","Campylobacter","IBS","All Ages","Deaths",1607962.96525913,672633.041132628,4189160.59798785
"721","Campylobacter","IBS","All Ages","WTP",11714626.2957002,6498898.20628417,20804711.2772014
"722","Campylobacter","IBS","All Ages","WTPOngoing",15656122.1407125,5968715.58760401,33911699.2388694
"723","Campylobacter","IBS","All Ages","HumanCapital",24160565.0145854,14346218.397878,40591049.0851299
"724","Campylobacter","IBS","All Ages","FrictionHigh",19328452.0116683,11476974.7183024,32472839.2681039
"725","Campylobacter","IBS","All Ages","FrictionLow",7248169.50437561,4303865.5193634,12177314.725539
"726","Campylobacter","IBS","All Ages","TotalHumanCapital",70233713.5360074,42154443.3779338,117974444.861359
"727","Campylobacter","IBS","All Ages","TotalFrictionHigh",65350523.7809201,39157438.1088553,110086893.579185
"728","Campylobacter","IBS","All Ages","TotalFrictionLow",53175568.4800064,31464277.7658772,90588211.6283356
"729","Campylobacter","GBS","<5","GPSpecialist",6508.61104753484,3187.11497745296,13413.7216572839
"730","Campylobacter","GBS","<5","ED",0,0,0
"731","Campylobacter","GBS","<5","Medications",0,0,0
"732","Campylobacter","GBS","<5","Tests",0,0,0
"733","Campylobacter","GBS","<5","Hospitalisation",278405.527503356,136914.454701043,573156.195340801
"734","Campylobacter","GBS","<5","Deaths",57416.1242892081,489.81757591072,566405.869662212
"735","Campylobacter","GBS","<5","WTP",13117.6756756544,6436.59462912103,27030.6913430799
"736","Campylobacter","GBS","<5","WTPOngoing",2698.55972785477,1289.94927348969,5653.51941133179
"737","Campylobacter","GBS","<5","HumanCapital",175122.052623503,86121.6390209252,360525.490646907
"738","Campylobacter","GBS","<5","FrictionHigh",140097.642098802,68897.3112167402,288420.392517525
"739","Campylobacter","GBS","<5","FrictionLow",52536.6157870509,25836.4917062776,108157.647194072
"740","Campylobacter","GBS","<5","TotalHumanCapital",596568.21918679,283874.556177269,1280846.36771569
"741","Campylobacter","GBS","<5","TotalFrictionHigh",559671.381421386,264584.124994035,1217718.44034403
"742","Campylobacter","GBS","<5","TotalFrictionLow",466195.646080606,216335.769901122,1060762.16377379
"743","Campylobacter","GBS","5-64","GPSpecialist",46727.7290178804,22921.571727672,96340.2368783591
"744","Campylobacter","GBS","5-64","ED",0,0,0
"745","Campylobacter","GBS","5-64","Medications",0,0,0
"746","Campylobacter","GBS","5-64","Tests",0,0,0
"747","Campylobacter","GBS","5-64","Hospitalisation",2000316.55935617,983717.002351602,4118071.35770307
"748","Campylobacter","GBS","5-64","Deaths",4899867.82768918,2001400.29526054,10051262.2892961
"749","Campylobacter","GBS","5-64","WTP",94249.2202277083,46246.3045829383,194212.8807186
"750","Campylobacter","GBS","5-64","WTPOngoing",41299.9378385317,19821.742226267,86736.2823903425
"751","Campylobacter","GBS","5-64","HumanCapital",1473652.50918269,724713.806952484,3033822.90212392
"752","Campylobacter","GBS","5-64","FrictionHigh",1178922.00734615,579771.045561987,2427058.32169914
"753","Campylobacter","GBS","5-64","FrictionLow",442095.752754806,217414.142085745,910146.870637176
"754","Campylobacter","GBS","5-64","TotalHumanCapital",8944162.12999846,5008150.80726501,15041467.4853652
"755","Campylobacter","GBS","5-64","TotalFrictionHigh",8627464.26734491,4808484.92640733,14561187.3999917
"756","Campylobacter","GBS","5-64","TotalFrictionLow",7833523.2004716,4284149.04243505,13430687.2686283
"757","Campylobacter","GBS","65+","GPSpecialist",13214.0877699508,6481.32285161421,27198.0327733762
"758","Campylobacter","GBS","65+","ED",0,0,0
"759","Campylobacter","GBS","65+","Medications",0,0,0
"760","Campylobacter","GBS","65+","Tests",0,0,0
"761","Campylobacter","GBS","65+","Hospitalisation",565233.274809613,277970.794234717,1163651.29735434
"762","Campylobacter","GBS","65+","Deaths",31952758.2626707,13881267.8953424,59345432.0449711
"763","Campylobacter","GBS","65+","WTP",26632.1823655284,13067.9067095612,54879.1050423117
"764","Campylobacter","GBS","65+","WTPOngoing",35653.8677861745,17227.5625208759,74092.5058487822
"765","Campylobacter","GBS","65+","HumanCapital",169868.944281463,83538.2619213913,349710.864881259
"766","Campylobacter","GBS","65+","FrictionHigh",135895.155425171,66830.609537113,279768.691905008
"767","Campylobacter","GBS","65+","FrictionLow",50960.683284439,25061.4785764174,104913.259464378
"768","Campylobacter","GBS","65+","TotalHumanCapital",32831751.4573645,14779088.8028742,60252218.3084598
"769","Campylobacter","GBS","65+","TotalFrictionHigh",32797038.9490554,14742322.7196707,60209881.5139546
"770","Campylobacter","GBS","65+","TotalFrictionLow",32703685.3533256,14647836.8234377,60112833.8821105
"771","Campylobacter","GBS","All Ages","GPSpecialist",66468.9942932415,32596.5647068174,136955.050908285
"772","Campylobacter","GBS","All Ages","ED",0,0,0
"773","Campylobacter","GBS","All Ages","Medications",0,0,0
"774","Campylobacter","GBS","All Ages","Tests",0,0,0
"775","Campylobacter","GBS","All Ages","Hospitalisation",2843955.36166914,1398602.25128736,5854878.85039821
"776","Campylobacter","GBS","All Ages","Deaths",37399126.6102681,18848683.3963474,65263305.4531493
"777","Campylobacter","GBS","All Ages","WTP",133999.078268891,65750.8059216206,276122.677103992
"778","Campylobacter","GBS","All Ages","WTPOngoing",79759.3661236584,38462.2139971462,166209.097596488
"779","Campylobacter","GBS","All Ages","HumanCapital",1818643.50608765,894373.707894801,3744059.25765209
"780","Campylobacter","GBS","All Ages","FrictionHigh",1454914.80487012,715498.966315841,2995247.40612167
"781","Campylobacter","GBS","All Ages","FrictionLow",545593.051826296,268312.11236844,1123217.77729563
"782","Campylobacter","GBS","All Ages","TotalHumanCapital",42895819.6121002,23857063.3089631,71042615.9188454
"783","Campylobacter","GBS","All Ages","TotalFrictionHigh",42499229.7915671,23524656.1623072,70608067.3606111
"784","Campylobacter","GBS","All Ages","TotalFrictionLow",41482611.6470762,22634214.5212632,69439846.3156697
"785","Campylobacter","Initial and Sequel Disease","<5","GPSpecialist",1005175.27622029,597970.928385278,1684832.67628588
"786","Campylobacter","Initial and Sequel Disease","<5","ED",1097422.67069745,497952.087338887,2295884.76520957
"787","Campylobacter","Initial and Sequel Disease","<5","Medications",398180.393336359,205306.49023635,801276.082234109
"788","Campylobacter","Initial and Sequel Disease","<5","Tests",738417.36042206,526596.739062413,1096481.86657747
"789","Campylobacter","Initial and Sequel Disease","<5","Hospitalisation",1161794.92258766,817402.800781855,1613904.75084869
"790","Campylobacter","Initial and Sequel Disease","<5","Deaths",1571638.34437823,442158.291627405,4290123.16198268
"791","Campylobacter","Initial and Sequel Disease","<5","WTP",6174496.12126848,3704125.69540823,10278463.972348
"792","Campylobacter","Initial and Sequel Disease","<5","WTPOngoing",2017156.82617622,895198.320252737,4195629.55334276
"793","Campylobacter","Initial and Sequel Disease","<5","HumanCapital",12310443.0359939,6988520.85415521,21780567.5651275
"794","Campylobacter","Initial and Sequel Disease","<5","FrictionHigh",9848354.42879514,5590816.68332416,17424454.052102
"795","Campylobacter","Initial and Sequel Disease","<5","FrictionLow",3693132.91079818,2096556.25624656,6534170.26953826
"796","Campylobacter","Initial and Sequel Disease","<5","TotalHumanCapital",27018997.1013753,16740249.915957,44032324.9345511
"797","Campylobacter","Initial and Sequel Disease","<5","TotalFrictionHigh",24549835.5251318,15307180.4294047,39787959.3276557
"798","Campylobacter","Initial and Sequel Disease","<5","TotalFrictionLow",18369114.518092,11645238.8689036,29229880.8210192
"799","Campylobacter","Initial and Sequel Disease","5-64","GPSpecialist",7217051.36820766,4301166.20015797,12103828.5317833
"800","Campylobacter","Initial and Sequel Disease","5-64","ED",7895579.04345885,3587665.67670734,16549839.8788936
"801","Campylobacter","Initial and Sequel Disease","5-64","Medications",3571517.77389931,1966924.24863524,6745911.29235308
"802","Campylobacter","Initial and Sequel Disease","5-64","Tests",5817720.87676344,4077501.34283934,8751498.0147752
"803","Campylobacter","Initial and Sequel Disease","5-64","Hospitalisation",14835863.9090555,10881665.5406827,20535492.1018837
"804","Campylobacter","Initial and Sequel Disease","5-64","Deaths",12157169.7105306,7051211.27038628,19688570.5457911
"805","Campylobacter","Initial and Sequel Disease","5-64","WTP",44464554.8555588,26720386.9924671,73937344.2395161
"806","Campylobacter","Initial and Sequel Disease","5-64","WTPOngoing",14517505.6372859,6479082.96198371,30131655.688682
"807","Campylobacter","Initial and Sequel Disease","5-64","HumanCapital",116897870.113513,69484412.9488302,197226283.442189
"808","Campylobacter","Initial and Sequel Disease","5-64","FrictionHigh",93518296.0908106,55587530.3590642,157781026.753751
"809","Campylobacter","Initial and Sequel Disease","5-64","FrictionLow",35069361.034054,20845323.8846491,59167885.0326567
"810","Campylobacter","Initial and Sequel Disease","5-64","TotalHumanCapital",229266339.331162,146671956.042951,366686706.888007
"811","Campylobacter","Initial and Sequel Disease","5-64","TotalFrictionHigh",205876832.219658,132605802.798159,327370523.154314
"812","Campylobacter","Initial and Sequel Disease","5-64","TotalFrictionLow",147365158.490156,97273392.8512666,229392649.195047
"813","Campylobacter","Initial and Sequel Disease","65+","GPSpecialist",2042049.2324175,1213674.51423425,3419532.29137837
"814","Campylobacter","Initial and Sequel Disease","65+","ED",2222471.61832912,1007899.6743201,4665994.31966065
"815","Campylobacter","Initial and Sequel Disease","65+","Medications",1612032.77595221,879604.493200679,2937400.54975976
"816","Campylobacter","Initial and Sequel Disease","65+","Tests",1790016.26220553,1239016.28756909,2718431.45521954
"817","Campylobacter","Initial and Sequel Disease","65+","Hospitalisation",16164464.7262719,11383077.683426,21691978.3907282
"818","Campylobacter","Initial and Sequel Disease","65+","Deaths",43285857.2429687,24085172.4309956,71504431.1712157
"819","Campylobacter","Initial and Sequel Disease","65+","WTP",12676687.6003742,7658286.02891582,21005691.251889
"820","Campylobacter","Initial and Sequel Disease","65+","WTPOngoing",4126350.86775286,1841185.43904574,8595474.14774674
"821","Campylobacter","Initial and Sequel Disease","65+","HumanCapital",16750007.8119552,8018900.12344058,53568837.3640163
"822","Campylobacter","Initial and Sequel Disease","65+","FrictionHigh",13400006.2495642,6415120.09875247,42855069.891213
"823","Campylobacter","Initial and Sequel Disease","65+","FrictionLow",5025002.34358656,2405670.03703217,16070651.2092049
"824","Campylobacter","Initial and Sequel Disease","65+","TotalHumanCapital",105306550.494895,74241102.2295244,156184151.491882
"825","Campylobacter","Initial and Sequel Disease","65+","TotalFrictionHigh",101676498.401991,71984870.8604294,147476203.32163
"826","Campylobacter","Initial and Sequel Disease","65+","TotalFrictionLow",92067295.116421,66002424.9668052,127512040.007756
"827","Campylobacter","Initial and Sequel Disease","All Ages","GPSpecialist",10272514.7288428,6166063.4378515,17117364.1150053
"828","Campylobacter","Initial and Sequel Disease","All Ages","ED",11458375.9917907,5939568.18004717,21847061.4420179
"829","Campylobacter","Initial and Sequel Disease","All Ages","Medications",5650704.10117368,3220255.9340124,10075113.3400867
"830","Campylobacter","Initial and Sequel Disease","All Ages","Tests",8350898.76991132,5851383.05310566,12543333.9746657
"831","Campylobacter","Initial and Sequel Disease","All Ages","Hospitalisation",32433882.9969144,25649980.0249201,40392426.852465
"832","Campylobacter","Initial and Sequel Disease","All Ages","Deaths",57796410.8859326,37415942.5969002,86816687.8893689
"833","Campylobacter","Initial and Sequel Disease","All Ages","WTP",63311832.1227998,38091152.2711417,105225839.896366
"834","Campylobacter","Initial and Sequel Disease","All Ages","WTPOngoing",20861691.0965923,9684017.68300062,41678122.0345399
"835","Campylobacter","Initial and Sequel Disease","All Ages","HumanCapital",149374442.025624,87948273.6700048,257735005.079193
"836","Campylobacter","Initial and Sequel Disease","All Ages","FrictionHigh",119499553.620499,70358618.9360038,206188004.063354
"837","Campylobacter","Initial and Sequel Disease","All Ages","FrictionLow",44812332.6076872,26384482.1010014,77320501.5237578
"838","Campylobacter","Initial and Sequel Disease","All Ages","TotalHumanCapital",363458456.854146,248842223.598632,552581372.230822
"839","Campylobacter","Initial and Sequel Disease","All Ages","TotalFrictionHigh",333547059.522397,230885810.70155,501486993.355453
"840","Campylobacter","Initial and Sequel Disease","All Ages","TotalFrictionLow",258668878.516164,184798784.728346,374736885.069198
"841","Non-typhoidal salmonella","Salmonellosis","<5","GPSpecialist",205600.034743447,104924.799264766,392309.616854535
"842","Non-typhoidal salmonella","Salmonellosis","<5","ED",620237.534178789,266752.478077789,1376161.52906033
"843","Non-typhoidal salmonella","Salmonellosis","<5","Medications",91098.8769727275,39930.1641379129,188867.961761225
"844","Non-typhoidal salmonella","Salmonellosis","<5","Tests",213657.84,213657.84,213657.84
"845","Non-typhoidal salmonella","Salmonellosis","<5","Hospitalisation",1794608.34512652,1137795.00500451,2594034.94764672
"846","Non-typhoidal salmonella","Salmonellosis","<5","Deaths",2537641.19618914,877523.898810303,5915521.36629229
